approach,champion_model,strategy,roc_auc,pr_auc,f1,recall,precision,lift_top_10,claims_captured_top_10,lift_top_20,claims_captured_top_20,note
modele_complet,xgboost,smote,0.821797511975731,0.08451354663124079,0.14128440366972478,0.41397849462365593,0.08517699115044247,4.837397188356763,0.4838709677419355,3.54742460479496,0.7096774193548387,"Champion retenu dans la version SMOTE du modele complet."
sans_variables_tarifaires,xgboost,none,0.8179320437229167,0.0794943218845626,0.13615023474178403,0.15591397849462366,0.12083333333333333,5.052392618950398,0.5053763440860215,3.54742460479496,0.7096774193548387,"Variables retirees : net_sales, commision_in_value"
