seed,train_prop,model,strategy,over_ratio,threshold,n_train,n_test,train_yes_rate,test_yes_rate,accuracy,precision,recall,f1,roc_auc,pr_auc,predicted_positive,false_positives,false_negatives,true_positives,true_negatives,rank
40,0.05,xgboost,smote_15,0.176,0.18000000000000002,2764,52520,0.015557163531114327,0.01671744097486672,0.8194592536176695,0.014227642276422764,0.14350797266514806,0.025888637764536673,0.45663467534812785,0.015975580585431706,8856,8730,752,126,42912,9
41,0.05,xgboost,none,NA,0.06999999999999999,2764,52520,0.014109985528219971,0.016793602437166794,0.9557311500380807,0.10681198910081743,0.2222222222222222,0.1442767758557232,0.7477018190211132,0.09728826501743462,1835,1639,686,196,49999,1
41,0.05,xgboost,smote_02,0.02,0.12,2764,52520,0.014109985528219971,0.016793602437166794,0.9702208682406702,0.05131578947368421,0.04421768707482993,0.047503045066991476,0.5946503431923914,0.02643585346629273,760,721,843,39,50917,2
41,0.05,xgboost,smote_08,0.087,0.18000000000000002,2764,52520,0.014109985528219971,0.016793602437166794,0.968983244478294,0.09967845659163987,0.1054421768707483,0.1024793388429752,0.5943136850386771,0.03938047858608456,933,840,789,93,50798,3
41,0.05,xgboost,smote_15,0.176,0.26,2764,52520,0.014109985528219971,0.016793602437166794,0.9700685453160701,0.0883054892601432,0.08390022675736962,0.08604651162790697,0.5928648781123149,0.038726709632054525,838,764,808,74,50874,4
41,0.05,xgboost,smote_10,0.111,0.22,2764,52520,0.014109985528219971,0.016793602437166794,0.9414889565879665,0.033631332481907195,0.08956916099773243,0.048901268956979264,0.5901054032261394,0.02597306162783368,2349,2270,803,79,49368,5
41,0.05,xgboost,smote_03,0.03,0.04,2764,52520,0.014109985528219971,0.016793602437166794,0.9621477532368622,0.044481054365733116,0.061224489795918366,0.05152671755725191,0.585863813488265,0.027025785296815888,1214,1160,828,54,50478,6
41,0.05,xgboost,smote_20,0.25,0.32,2764,52520,0.014109985528219971,0.016793602437166794,0.9793412033511043,0.09881422924901186,0.02834467120181406,0.04405286343612334,0.5790900309928378,0.02786098457587009,253,228,857,25,51410,7
41,0.05,xgboost,smote_05,0.05,0.09999999999999999,2764,52520,0.014109985528219971,0.016793602437166794,0.970944402132521,0.020833333333333332,0.015873015873015872,0.01801801801801802,0.5515373836121846,0.020237418432260155,672,658,868,14,50980,8
41,0.05,xgboost,smote_30,0.3,0.48000000000000004,2764,52520,0.014109985528219971,0.016793602437166794,0.6541888804265041,0.021806508744742086,0.4467120181405896,0.041583113456464385,0.5507750229466795,0.044243422401558215,18068,17674,488,394,33964,9
42,0.05,xgboost,none,NA,0.08,2764,52520,0.015918958031837915,0.0166984006092917,0.9384234577303884,0.087215411558669,0.2839224629418472,0.13344051446945338,0.7581763148901994,0.07440550079223233,2855,2606,628,249,49037,1
42,0.05,xgboost,smote_20,0.25,0.43,2764,52520,0.015918958031837915,0.0166984006092917,0.48293983244478295,0.021556275716418456,0.6750285062713797,0.04177840508115738,0.5973051414223044,0.0221099530717612,27463,26871,285,592,24772,2
42,0.05,xgboost,smote_08,0.087,0.14,2764,52520,0.015918958031837915,0.0166984006092917,0.8836633663366337,0.030166995869994613,0.19156214367160776,0.052125349053676696,0.561094465509868,0.02081593874643987,5569,5401,709,168,46242,3
42,0.05,xgboost,smote_02,0.02,0.09,2764,52520,0.015918958031837915,0.0166984006092917,0.9613861386138614,0.020016680567139282,0.027366020524515394,0.023121387283236993,0.5602650827668271,0.02041863437246522,1199,1175,853,24,50468,4
42,0.05,xgboost,smote_03,0.03,0.11,2764,52520,0.015918958031837915,0.0166984006092917,0.9390898705255141,0.01945364238410596,0.053591790193842644,0.028545399331916185,0.5576553648920862,0.02571226264527666,2416,2369,830,47,49274,5
42,0.05,xgboost,smote_10,0.111,0.14,2764,52520,0.015918958031837915,0.0166984006092917,0.8692688499619192,0.019727345629510826,0.1402508551881414,0.03458942632170978,0.5570895670435951,0.03187438260620417,6235,6112,754,123,45531,6
42,0.05,xgboost,smote_30,0.3,0.4,2764,52520,0.015918958031837915,0.0166984006092917,0.9346534653465347,0.02981229297018771,0.09236031927023945,0.045075125208681135,0.5423928544956845,0.02221325420994296,2717,2636,796,81,49007,7
