"approach","seed","train_prop","model","strategy","over_ratio","threshold","n_train","n_test","train_yes_rate","test_yes_rate","accuracy","precision","recall","f1","roc_auc","pr_auc","predicted_positive","false_positives","false_negatives","true_positives","true_negatives","rank"
"full",70,0.25,"xgboost","smote_10",0.111,0.24,13821,41463,0.017220172201722,0.0164725176663531,0.960977256831392,0.0292044310171198,0.0424597364568082,0.0346062052505967,0.615361504828609,0.0243860905033428,993,964,654,29,39816,3
"full",70,0.25,"xgboost","smote_20",0.25,0.28,13821,41463,0.017220172201722,0.0164725176663531,0.941248824252948,0.0254466702761234,0.068814055636896,0.0371541501976285,0.604839164836206,0.0229728410456041,1847,1800,636,47,38980,4
"no_tariff",70,0.25,"xgboost","none",NA,0.08,13821,41463,0.017220172201722,0.0164725176663531,0.949931264018523,0.0938775510204082,0.235724743777452,0.134278565471226,0.784306068271919,0.0672902903732262,1715,1554,522,161,39226,1
"no_tariff",70,0.25,"xgboost","smote_20",0.25,0.31,13821,41463,0.017220172201722,0.0164725176663531,0.872175192340159,0.0264615384615385,0.18887262079063,0.0464195753868298,0.576660572712056,0.0307851516264618,4875,4746,554,129,36034,2
"no_tariff",70,0.25,"xgboost","smote_30",0.3,0.22,13821,41463,0.017220172201722,0.0164725176663531,0.91336854545016,0.0260671228413164,0.117130307467057,0.0426439232409382,0.541856330831365,0.0217099604551261,3069,2989,603,80,37791,3
"no_tariff",70,0.25,"xgboost","smote_10",0.111,0.46,13821,41463,0.017220172201722,0.0164725176663531,0.0269879169379929,0.0165768752590137,0.995607613469985,0.0326107807404566,0.526062624359399,0.0185659204039915,41021,40341,3,680,439,4
"full",71,0.25,"xgboost","none",NA,0.09,13821,41463,0.0160625135663121,0.0168584038781564,0.968333212743892,0.125609756097561,0.147353361945637,0.135615536537196,0.815340357540083,0.0770283000692213,820,717,596,103,40047,1
"full",71,0.25,"xgboost","smote_30",0.3,0.17,13821,41463,0.0160625135663121,0.0168584038781564,0.843209608566674,0.0293640493186243,0.258941344778255,0.0527466122686872,0.632118436995026,0.0256829858988622,6164,5983,518,181,34781,2
"full",71,0.25,"xgboost","smote_20",0.25,0.36,13821,41463,0.0160625135663121,0.0168584038781564,0.698309336034537,0.0247867374859166,0.440629470672389,0.0469333333333333,0.597581385101079,0.0208059902996588,12426,12118,391,308,28646,3
"full",71,0.25,"xgboost","smote_10",0.111,0.01,13821,41463,0.0160625135663121,0.0168584038781564,0.0168584038781564,0.0168584038781564,1,0.0331578198377686,0.520173905865775,0.0171888735660148,41463,40764,0,699,0,4
"no_tariff",71,0.25,"xgboost","none",NA,0.06,13821,41463,0.0160625135663121,0.0168584038781564,0.937124665364301,0.0812115891132572,0.264663805436338,0.12428619415519,0.801053771392722,0.0756266002753404,2278,2093,514,185,38671,1
"no_tariff",71,0.25,"xgboost","smote_30",0.3,0.45,13821,41463,0.0160625135663121,0.0168584038781564,0.765935894653064,0.0279874213836478,0.381974248927039,0.0521535306182244,0.584006544387043,0.0238161499779122,9540,9273,432,267,31491,2
"no_tariff",71,0.25,"xgboost","smote_20",0.25,0.45,13821,41463,0.0160625135663121,0.0168584038781564,0.0343438728504932,0.0166601140161195,0.969957081545064,0.0327575794178041,0.528719097568347,0.0190058775190526,40696,40018,21,678,746,3
"no_tariff",71,0.25,"xgboost","smote_10",0.111,0.16,13821,41463,0.0160625135663121,0.0168584038781564,0.948025950847744,0.0260416666666667,0.0572246065808298,0.0357941834451902,0.522266940352009,0.0331713503506508,1536,1496,659,40,39268,4
"full",72,0.25,"xgboost","none",NA,0.1,13821,41463,0.0176542941900007,0.0163278103369269,0.952487760171719,0.0961898813241724,0.227474150664697,0.135206321334504,0.792136077046161,0.0702021444566249,1601,1447,523,154,39339,1
"full",72,0.25,"xgboost","smote_10",0.111,0.08,13821,41463,0.0176542941900007,0.0163278103369269,0.914453850420857,0.0267150395778364,0.119645494830133,0.0436775411162038,0.647303800120831,0.0264801613289475,3032,2951,596,81,37835,2
"full",72,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0176542941900007,0.0163278103369269,0.259074355449437,0.0181859003143242,0.837518463810931,0.0355988070946476,0.617418085433637,0.0335550220385454,31178,30611,110,567,10175,3
"full",72,0.25,"xgboost","smote_20",0.25,0.25,13821,41463,0.0176542941900007,0.0163278103369269,0.940669994935244,0.0310362966859548,0.0871491875923191,0.0457719162141195,0.60231689183468,0.0249692426126432,1901,1842,618,59,38944,4
"no_tariff",72,0.25,"xgboost","none",NA,0.1,13821,41463,0.0176542941900007,0.0163278103369269,0.948508308612498,0.0834285714285714,0.215657311669129,0.120313143798929,0.775282319844885,0.0623524407827261,1750,1604,531,146,39182,1
"no_tariff",72,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0176542941900007,0.0163278103369269,0.80288449943323,0.0293822199899548,0.345642540620384,0.0541603981020715,0.631511008099993,0.0330082890668666,7964,7730,443,234,33056,2
"no_tariff",72,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0176542941900007,0.0163278103369269,0.0759231121722982,0.0168669131238447,0.970457902511078,0.0331575361477706,0.612043326478132,0.0252649252673845,38952,38295,20,657,2491,3
"no_tariff",72,0.25,"xgboost","smote_10",0.111,0.01,13821,41463,0.0176542941900007,0.0163278103369269,0.0163278103369269,0.0163278103369269,1,0.0321309919316564,0.585889360477257,0.0254440450633423,41463,40786,0,677,0,4
"full",73,0.25,"xgboost","none",NA,0.1,13821,41463,0.0183054771724188,0.0161107493427875,0.955309553095531,0.0916609235010338,0.199101796407186,0.125530910806984,0.797555544628356,0.0739685852751046,1451,1318,535,133,39477,1
"full",73,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0183054771724188,0.0161107493427875,0.675035573885151,0.0240820573807046,0.48502994011976,0.0458858518623424,0.628307687847739,0.0235563090616867,13454,13130,344,324,27665,2
"full",73,0.25,"xgboost","smote_30",0.3,0.24,13821,41463,0.0183054771724188,0.0161107493427875,0.72266840315462,0.0226531511679154,0.384730538922156,0.0427869807708316,0.559494566449892,0.0182419024762464,11345,11088,411,257,29707,3
"full",73,0.25,"xgboost","smote_20",0.25,0.17,13821,41463,0.0183054771724188,0.0161107493427875,0.537033017388997,0.0186532266444976,0.537425149700599,0.0360550366576278,0.537647563067271,0.0177789544249375,19246,18887,309,359,21908,4
"no_tariff",73,0.25,"xgboost","none",NA,0.09,13821,41463,0.0183054771724188,0.0161107493427875,0.951523044642211,0.0868226600985222,0.211077844311377,0.12303664921466,0.780164753224278,0.0654198598063816,1624,1483,527,141,39312,1
"no_tariff",73,0.25,"xgboost","smote_10",0.111,0.16,13821,41463,0.0183054771724188,0.0161107493427875,0.439452041579239,0.0202329337753974,0.712574850299401,0.0393485988261552,0.574863289721574,0.0225196538216674,23526,23050,192,476,17745,2
"no_tariff",73,0.25,"xgboost","smote_30",0.3,0.25,13821,41463,0.0183054771724188,0.0161107493427875,0.908544967802619,0.0278113663845224,0.137724550898204,0.0462776659959759,0.53605667082308,0.0198162403353416,3308,3216,576,92,37579,3
"no_tariff",73,0.25,"xgboost","smote_20",0.25,0.16,13821,41463,0.0183054771724188,0.0161107493427875,0.152738586209392,0.0152478478591121,0.811377245508982,0.0299331750151875,0.461991405104976,0.0366084413499831,35546,35004,126,542,5791,4
"full",74,0.25,"xgboost","none",NA,0.1,13821,41463,0.0182331235077057,0.0161348672310253,0.954248366013072,0.103870967741935,0.240657698056801,0.145110410094637,0.805537326226863,0.0757671922443368,1550,1389,508,161,39405,1
"full",74,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0182331235077057,0.0161348672310253,0.389335069821286,0.0219524492882907,0.846038863976084,0.042794495690307,0.669110386041852,0.0319177040226505,25783,25217,103,566,15577,2
"full",74,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0182331235077057,0.0161348672310253,0.606227238742976,0.0255726578596534,0.630792227204783,0.0491526410808922,0.663173304377465,0.0276462881148212,16502,16080,247,422,24714,3
"full",74,0.25,"xgboost","smote_10",0.111,0.16,13821,41463,0.0182331235077057,0.0161348672310253,0.902780792513807,0.0397042716319825,0.216741405082212,0.0671140939597315,0.630050595822402,0.0280406369981435,3652,3507,524,145,37287,4
