.threshold,specificity,sensitivity
0.02275526523590088,0.13402630852727437,0.9838709677419355
0.02276134490966797,0.13411829638487716,0.9838709677419355
0.022783279418945313,0.13421028424247994,0.9838709677419355
0.022787511348724365,0.13430227210008283,0.9838709677419355
0.022830665111541748,0.1343942599576856,0.9838709677419355
0.022849559783935547,0.13457823567289118,0.9838709677419355
0.02285057306289673,0.13467022353049396,0.9838709677419355
0.022855103015899658,0.13485419924569952,0.9838709677419355
0.022884488105773926,0.13494618710330242,0.9838709677419355
0.022911369800567627,0.1350381749609052,0.9838709677419355
0.022928178310394287,0.13513016281850798,0.9838709677419355
0.022930264472961426,0.13540612639131633,0.9838709677419355
0.02294778823852539,0.13586606567933035,0.9838709677419355
0.023010671138763428,0.13605004139453591,0.9838709677419355
0.023012638092041016,0.1361420292521387,0.9838709677419355
0.023062467575073242,0.13660196854015272,0.9838709677419355
0.023118674755096436,0.13770582283138622,0.9838709677419355
0.02312546968460083,0.1378897985465919,0.9838709677419355
0.023141980171203613,0.13798178640419467,0.9838709677419355
0.023146331310272217,0.13825774997700302,0.9838709677419355
0.02318131923675537,0.1383497378346058,0.9838709677419355
0.02318882942199707,0.13862570140741426,0.9838709677419355
0.023189783096313477,0.13871768926501704,0.9838709677419355
0.023198068141937256,0.13880967712261982,0.9838709677419355
0.023201704025268555,0.1389016649802226,0.9838709677419355
0.023209095001220703,0.1389936528378254,0.9838709677419355
0.023256659507751465,0.13917762855303095,0.9838709677419355
0.02326667308807373,0.1394535921258394,0.9838709677419355
0.02327972650527954,0.14101738570508693,0.9838709677419355
0.023289978504180908,0.1411093735626897,0.9838709677419355
0.023304283618927002,0.1412013614202925,0.9838709677419355
0.023356139659881592,0.14129334927789527,0.9838709677419355
0.023372948169708252,0.14138533713549817,0.9838709677419355
0.023381292819976807,0.14147732499310095,0.9838709677419355
0.023434698581695557,0.1417532885659093,0.9838709677419355
0.02344334125518799,0.14184527642351208,0.9838709677419355
0.023458123207092285,0.14212123999632054,0.9838709677419355
0.023510754108428955,0.1429491307147457,0.9838709677419355
0.02352166175842285,0.14304111857234847,0.9838709677419355
0.02352994680404663,0.14331708214515682,0.9838709677419355
0.023540079593658447,0.1434090700027596,0.9838709677419355
0.023545444011688232,0.14350105786036238,0.9838709677419355
0.02354598045349121,0.14359304571796527,0.9838709677419355
0.023546576499938965,0.14368503357556806,0.9838709677419355
0.023566246032714844,0.14377702143317084,0.9838709677419355
0.023584842681884766,0.1439609971483764,0.9838709677419355
0.023613929748535156,0.14405298500597918,0.9838709677419355
0.023621320724487305,0.14414497286358197,0.9838709677419355
0.023630082607269287,0.14423696072118475,0.9838709677419355
0.023633956909179688,0.14488087572440433,0.9838709677419355
0.023649990558624268,0.14506485143961,0.9838709677419355
0.02369225025177002,0.1451568392972128,0.9838709677419355
0.02371007204055786,0.14534081501241836,0.9838709677419355
0.023727834224700928,0.14543280287002114,0.9838709677419355
0.02375960350036621,0.14552479072762392,0.9838709677419355
0.023788392543792725,0.1456167785852267,0.9838709677419355
0.023802101612091064,0.14607671787324072,0.9838709677419355
0.023818910121917725,0.1462606935884463,0.9838709677419355
0.02382868528366089,0.14635268144604907,0.9838709677419355
0.023839175701141357,0.14653665716125475,0.9838709677419355
0.023840725421905518,0.14662864501885753,0.9838709677419355
0.02388972043991089,0.1468126207340631,0.9838709677419355
0.023947715759277344,0.14718057216447433,0.9838709677419355
0.023969531059265137,0.14727256002207711,0.9838709677419355
0.023977935314178467,0.14892834145892742,0.9838709677419355
0.02400904893875122,0.15003219575016102,0.9838709677419355
0.024041295051574707,0.1506761107533805,0.9838709677419355
0.024077653884887695,0.15095207432618896,0.9838709677419355
0.024107158184051514,0.15104406218379174,0.9838709677419355
0.024155855178833008,0.15159598932940854,0.9838709677419355
0.024161219596862793,0.1517799650446141,0.9838709677419355
0.024181485176086426,0.1518719529022169,0.9838709677419355
0.024182677268981934,0.15260785576303926,0.9838709677419355
0.024192631244659424,0.15288381933584771,0.9838709677419355
0.02429288625717163,0.1529758071934505,0.9838709677419355
0.02435368299484253,0.15371171005427287,0.9838709677419355
0.024356544017791748,0.15417164934228678,0.9838709677419355
0.02436697483062744,0.15426363719988967,0.9838709677419355
0.024373173713684082,0.15435562505749245,0.9838709677419355
0.02437615394592285,0.15444761291509523,0.9838709677419355
0.024446725845336914,0.15453960077269802,0.9838709677419355
